user_idx,movie_idx,user_id,movie_id,movie_title,rating,pca_0,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7,pca_8,pca_9,pca_10,pca_11,pca_12,pca_13,pca_14,pca_15,pca_16,pca_17,pca_18,pca_19,pca_20,pca_21
779,741,Sejian,1265609,War Machine,6.0,0.4328466152907398,2.2742514244320007,-0.2544049048947077,-0.04550111370257204,-0.6404539781890899,0.9228333344904694,0.026542851381980887,-0.052159113750619594,-0.13272966320296736,-0.2030238935418986,-0.6254141379411129,0.2947523401165972,0.002155480434759957,-1.0486185638955645,-0.4446579218842829,-0.027072693970374817,0.3212986856356433,0.3765140930547053,-0.6461832264072704,-0.08152007212748819,-0.27652800676933303,0.5502144694362623
600,741,MovieGuys,1265609,War Machine,6.0,0.4328466152907398,2.2742514244320007,-0.2544049048947077,-0.04550111370257204,-0.6404539781890899,0.9228333344904694,0.026542851381980887,-0.052159113750619594,-0.13272966320296736,-0.2030238935418986,-0.6254141379411129,0.2947523401165972,0.002155480434759957,-1.0486185638955645,-0.4446579218842829,-0.027072693970374817,0.3212986856356433,0.3765140930547053,-0.6461832264072704,-0.08152007212748819,-0.27652800676933303,0.5502144694362623
248,741,Dean,1265609,War Machine,9.0,0.5436235496727436,2.2847078969923134,-0.14367360561737663,-0.30608353334402766,-0.2534998016346607,0.6044230078388536,0.12322839983736437,0.27925865678220807,0.06937481532079116,-0.4232839917892605,-0.9044277810120676,0.20090923387989187,0.3327851613055155,-0.9518874534944102,-0.24332837589393858,0.1425382689709002,0.30834917667244216,1.1229843160038364,-0.8802361454941817,-0.17612570268219482,-0.18652233684929537,0.5538186750785665
600,797,MovieGuys,1290821,Shelter,6.0,0.10279014590906262,1.637346188872153,1.285073612370008,0.5396004352415841,1.2752082012019004,1.9162710924516984,0.27907346719788917,-0.9734492540036843,-0.4843030893550953,-0.48832166119340986,-0.3570031126950371,0.708304177499316,-0.008004932298383729,0.1413420319032434,0.22670567608942765,0.3586160449071863,-0.12537607418904814,-0.02735136403869627,-0.4219458315267421,0.18252742486675533,0.3306955291700593,-0.732560019469746
473,2283,Kashifzia,799882,The Bluff,6.0,-0.9015670158765138,1.1508235346219813,-0.23146441911664817,-0.009824398122769036,0.19576435443751788,0.8833881095894619,0.17323426741720602,-0.47417137942780035,-0.7645553725007886,-0.08324868012189028,-0.42999899202297737,0.6089846375639943,-0.22818535679051283,-0.4327141027268208,-0.024923828341000983,0.6466005648763256,0.30248422913634404,0.6378614666284342,-0.004387621525329525,-0.46689026956707846,-1.0991234382312043,-0.4690833853488131
779,2283,Sejian,799882,The Bluff,4.0,-0.9754183054645162,1.143852552915106,-0.3052852853015356,0.1638972149715348,-0.06220509659876844,1.0956616606905394,0.10877723511361702,-0.6951165597830189,-0.8992916915166277,0.063591385376351,-0.24398989664234078,0.6715467083884645,-0.4486051440376831,-0.49720150966092413,-0.15914352566789722,0.533526589582142,0.31111723511181144,0.1402146513290131,0.15164765786594475,-0.40381984919727393,-1.1591272181778962,-0.47148618911034923
545,240,Manuel São Bento,1084242,Zootopia 2,8.0,5.860898441386919,-1.8000424232656016,-0.1828333978422766,2.5359860968770924,0.7749465269877456,-1.664988508274881,0.343329253445079,-1.4168674657683495,1.4065478527320645,-0.8655649111332273,-0.16652159030313293,-1.424513228500907,-0.1490829776175008,-0.2442785221584681,-1.0265459661832104,-1.4590693212808625,-0.003414878900857515,0.5317706109540599,0.21261207024675105,-1.0727966174501313,-1.0292028105854019,-1.114538700049756
723,240,RealZero,1084242,Zootopia 2,10.0,5.9347497309749215,-1.7930714415587263,-0.10901253165738918,2.3622644837827886,1.0329159780240313,-1.8772620593759584,0.407786285748668,-1.195922285413131,1.5412841717479036,-1.0124049766314687,-0.3525306856837697,-1.4870752993253773,0.07133680962966989,-0.17979111522436497,-0.8923262688563136,-1.3459953459866791,-0.012047884876324915,1.0294174262534808,0.05657679085547646,-1.1358670378199358,-0.9691990306387102,-1.11213589628822
1158,240,daniel_carr,1084242,Zootopia 2,7.0,5.823972796592917,-1.8035279141190392,-0.21974383093472027,2.6228469034242443,0.6459618014696025,-1.5588517327243423,0.3111007372932845,-1.527340055945959,1.3391796932241449,-0.7921448783841066,-0.07351704261281464,-1.3932321930886717,-0.259292871241086,-0.27652222562551965,-1.0936558148466582,-1.5156063089279543,0.0009016240868762131,0.28294720330434914,0.29062970994238807,-1.041261407265229,-1.059204700558748,-1.115740101930524
723,853,RealZero,1327819,Hoppers,9.0,6.313654221448455,-1.2220054063834245,-1.3494198630876775,0.9706234339275019,0.3431413651270575,-1.0243952130924536,-0.07664198446934008,-1.107648177573874,1.3469102528860304,-0.707336556812446,-0.7827514311547963,-1.2651685387657763,0.24545286600934374,-2.1148769748814082,-0.9634281428579692,-0.3288747207134668,-0.2851474632193477,0.37242294673748394,-0.8904555351589687,-0.08968166119855725,0.5188059744865726,-0.08166679245703914
